date,device,failure,metric1
2024-Aug-31-14:00:00.000,EPS_PDAN_V_BAT,0,36.1431449699402
2024-Aug-31-15:00:00.000,EPS_PDAN_V_BAT,0,36.1431449699402
2024-Aug-31-15:00:00.000,EPS_PDAN_V_BAT,0,36.1430584526062
2024-Aug-31-16:00:00.000,EPS_PDAN_V_BAT,0,36.1430584526062
2024-Aug-31-16:00:00.000,EPS_PDAN_V_BAT,0,36.1427142372990
2024-Aug-31-17:00:00.000,EPS_PDAN_V_BAT,0,36.1427142372990
2024-Aug-31-17:00:00.000,EPS_PDAN_V_BAT,0,36.1431665992737
2024-Aug-31-18:00:00.000,EPS_PDAN_V_BAT,0,36.1431665992737
2024-Aug-31-18:00:00.000,EPS_PDAN_V_BAT,0,36.1428891205471
2024-Aug-31-19:00:00.000,EPS_PDAN_V_BAT,0,36.1428891205471
2024-Aug-31-19:00:00.000,EPS_PDAN_V_BAT,0,36.1449402046204
2024-Aug-31-20:00:00.000,EPS_PDAN_V_BAT,0,36.1449402046204
2024-Aug-31-20:00:00.000,EPS_PDAN_V_BAT,0,35.8968883796269
2024-Aug-31-21:00:00.000,EPS_PDAN_V_BAT,0,35.8968883796269
2024-Aug-31-21:00:00.000,EPS_PDAN_V_BAT,0,35.3096453147807
2024-Aug-31-22:00:00.000,EPS_PDAN_V_BAT,0,35.3096453147807
2024-Aug-31-22:00:00.000,EPS_PDAN_V_BAT,0,35.5429627920663
2024-Aug-31-23:00:00.000,EPS_PDAN_V_BAT,0,35.5429627920663
2024-Aug-31-23:00:00.000,EPS_PDAN_V_BAT,0,35.8611206450286
2024-Sep-01-00:00:00.000,EPS_PDAN_V_BAT,0,35.8611206450286
2024-Sep-01-00:00:00.000,EPS_PDAN_V_BAT,0,36.1282817171827
2024-Sep-01-01:00:00.000,EPS_PDAN_V_BAT,0,36.1282817171827
2024-Sep-01-01:00:00.000,EPS_PDAN_V_BAT,0,36.1463694380003
2024-Sep-01-02:00:00.000,EPS_PDAN_V_BAT,0,36.1463694380003
2024-Sep-01-02:00:00.000,EPS_PDAN_V_BAT,0,36.1374729092390
2024-Sep-01-03:00:00.000,EPS_PDAN_V_BAT,0,36.1374729092390
2024-Sep-01-03:00:00.000,EPS_PDAN_V_BAT,0,36.0933444746929
2024-Sep-01-04:00:00.000,EPS_PDAN_V_BAT,0,36.0933444746929
2024-Sep-01-04:00:00.000,EPS_PDAN_V_BAT,0,36.1228893046909
2024-Sep-01-05:00:00.000,EPS_PDAN_V_BAT,0,36.1228893046909
2024-Sep-01-05:00:00.000,EPS_PDAN_V_BAT,0,36.1401276779175
2024-Sep-01-06:00:00.000,EPS_PDAN_V_BAT,0,36.1401276779175
2024-Sep-01-06:00:00.000,EPS_PDAN_V_BAT,0,36.1397441017107
2024-Sep-01-07:00:00.000,EPS_PDAN_V_BAT,0,36.1397441017107
2024-Sep-01-07:00:00.000,EPS_PDAN_V_BAT,0,36.1373915672302
2024-Sep-01-08:00:00.000,EPS_PDAN_V_BAT,0,36.1373915672302
2024-Sep-01-08:00:00.000,EPS_PDAN_V_BAT,0,36.1376511192322
2024-Sep-01-09:00:00.000,EPS_PDAN_V_BAT,0,36.1376511192322
2024-Sep-01-09:00:00.000,EPS_PDAN_V_BAT,0,36.1378674125671
2024-Sep-01-10:00:00.000,EPS_PDAN_V_BAT,0,36.1378674125671
2024-Sep-01-10:00:00.000,EPS_PDAN_V_BAT,0,36.1378890419006
2024-Sep-01-11:00:00.000,EPS_PDAN_V_BAT,0,36.1378890419006
2024-Sep-01-11:00:00.000,EPS_PDAN_V_BAT,0,36.1380837059021
2024-Sep-01-12:00:00.000,EPS_PDAN_V_BAT,0,36.1380837059021
2024-Sep-01-12:00:00.000,EPS_PDAN_V_BAT,0,36.1398789405823
2024-Sep-01-13:00:00.000,EPS_PDAN_V_BAT,0,36.1398789405823
2024-Sep-01-13:00:00.000,EPS_PDAN_V_BAT,0,36.1401276779175
2024-Sep-01-14:00:00.000,EPS_PDAN_V_BAT,0,36.1401276779175
2024-Sep-01-14:00:00.000,EPS_PDAN_V_BAT,0,36.1407441139221
2024-Sep-01-15:00:00.000,EPS_PDAN_V_BAT,0,36.1407441139221
2024-Sep-01-15:00:00.000,EPS_PDAN_V_BAT,0,36.1409495925903
2024-Sep-01-16:00:00.000,EPS_PDAN_V_BAT,0,36.1409495925903
2024-Sep-01-16:00:00.000,EPS_PDAN_V_BAT,0,36.1426907539368
2024-Sep-01-17:00:00.000,EPS_PDAN_V_BAT,0,36.1426907539368
2024-Sep-01-17:00:00.000,EPS_PDAN_V_BAT,0,36.1429719352722
2024-Sep-01-18:00:00.000,EPS_PDAN_V_BAT,0,36.1429719352722
2024-Sep-01-18:00:00.000,EPS_PDAN_V_BAT,0,36.1427468650274
2024-Sep-01-19:00:00.000,EPS_PDAN_V_BAT,0,36.1427468650274
2024-Sep-01-19:00:00.000,EPS_PDAN_V_BAT,0,36.1451164899917
2024-Sep-01-20:00:00.000,EPS_PDAN_V_BAT,0,36.1451164899917
2024-Sep-01-20:00:00.000,EPS_PDAN_V_BAT,0,35.8026866239549
2024-Sep-01-21:00:00.000,EPS_PDAN_V_BAT,0,35.8026866239549
2024-Sep-01-21:00:00.000,EPS_PDAN_V_BAT,0,35.0378794756075
2024-Sep-01-22:00:00.000,EPS_PDAN_V_BAT,0,35.0378794756075
2024-Sep-01-22:00:00.000,EPS_PDAN_V_BAT,0,35.3009378965401
2024-Sep-01-23:00:00.000,EPS_PDAN_V_BAT,0,35.3009378965401
2024-Sep-01-23:00:00.000,EPS_PDAN_V_BAT,0,35.5912574005127
2024-Sep-02-00:00:00.000,EPS_PDAN_V_BAT,0,35.5912574005127
2024-Sep-02-00:00:00.000,EPS_PDAN_V_BAT,0,35.8718647147391
2024-Sep-02-01:00:00.000,EPS_PDAN_V_BAT,0,35.8718647147391
2024-Sep-02-01:00:00.000,EPS_PDAN_V_BAT,0,36.1325404518033
2024-Sep-02-02:00:00.000,EPS_PDAN_V_BAT,0,36.1325404518033
2024-Sep-02-02:00:00.000,EPS_PDAN_V_BAT,0,36.1307586685967
2024-Sep-02-03:00:00.000,EPS_PDAN_V_BAT,0,36.1307586685967
2024-Sep-02-03:00:00.000,EPS_PDAN_V_BAT,0,36.0845005339432
2024-Sep-02-04:00:00.000,EPS_PDAN_V_BAT,0,36.0845005339432
2024-Sep-02-04:00:00.000,EPS_PDAN_V_BAT,0,36.1207585655473
2024-Sep-02-05:00:00.000,EPS_PDAN_V_BAT,0,36.1207585655473
